id,name,category,price,stock
5793,home-5793,home,56.02,73
5794,toys-5794,toys,57.81,362
5795,food-5795,food,46.32,361
5796,electronics-5796,electronics,1.27,431
5797,clothing-5797,clothing,74.22,87
5798,books-5798,books,51.20,164
5799,home-5799,home,8.14,88
5800,toys-5800,toys,31.86,404
5801,food-5801,food,9.62,87
5802,electronics-5802,electronics,40.63,46
5803,clothing-5803,clothing,51.67,459
5804,books-5804,books,43.68,328
5805,home-5805,home,60.86,495
5806,toys-5806,toys,62.41,223
5807,food-5807,food,8.24,116
5808,electronics-5808,electronics,60.89,163
5809,clothing-5809,clothing,36.19,469
5810,books-5810,books,52.07,390
5811,home-5811,home,8.80,206
5812,toys-5812,toys,10.62,118
5813,food-5813,food,84.46,12
5814,electronics-5814,electronics,6.63,259
5815,clothing-5815,clothing,86.10,165
5816,books-5816,books,6.86,355
5817,home-5817,home,42.06,99
5818,toys-5818,toys,86.26,112
5819,food-5819,food,69.03,348
5820,electronics-5820,electronics,81.28,74
5821,clothing-5821,clothing,73.49,447
5822,books-5822,books,17.56,208
5823,home-5823,home,25.93,490
5824,toys-5824,toys,85.17,353
5825,food-5825,food,6.77,474
5826,electronics-5826,electronics,43.39,420
5827,clothing-5827,clothing,13.23,310
5828,books-5828,books,64.25,228
5829,home-5829,home,74.14,312
5830,toys-5830,toys,55.50,149
5831,food-5831,food,9.70,187
5832,electronics-5832,electronics,11.96,33
5833,clothing-5833,clothing,31.23,34
5834,books-5834,books,66.91,359
5835,home-5835,home,16.72,427
5836,toys-5836,toys,91.16,394
5837,food-5837,food,97.79,363
5838,electronics-5838,electronics,80.20,164
5839,clothing-5839,clothing,36.79,175
5840,books-5840,books,13.55,76
5841,home-5841,home,62.05,260
5842,toys-5842,toys,6.91,373
5843,food-5843,food,67.67,24
5844,electronics-5844,electronics,6.12,359
5845,clothing-5845,clothing,10.89,6
5846,books-5846,books,84.68,0
5847,home-5847,home,76.55,92
5848,toys-5848,toys,40.17,45
5849,food-5849,food,57.83,84
5850,electronics-5850,electronics,95.25,395
5851,clothing-5851,clothing,19.40,182
5852,books-5852,books,13.45,13
5853,home-5853,home,88.97,450
5854,toys-5854,toys,95.68,320
5855,food-5855,food,99.04,131
5856,electronics-5856,electronics,38.78,17
5857,clothing-5857,clothing,87.22,401
5858,books-5858,books,58.39,72
5859,home-5859,home,11.45,378
5860,toys-5860,toys,36.80,430
5861,food-5861,food,36.26,494
5862,electronics-5862,electronics,68.10,161
5863,clothing-5863,clothing,68.53,335
5864,books-5864,books,51.76,480
5865,home-5865,home,17.03,455
5866,toys-5866,toys,25.66,7
5867,food-5867,food,81.21,267
5868,electronics-5868,electronics,57.81,291
5869,clothing-5869,clothing,26.14,288
5870,books-5870,books,70.42,254
5871,home-5871,home,0.24,349
5872,toys-5872,toys,4.48,290
5873,food-5873,food,39.84,331
5874,electronics-5874,electronics,70.42,307
5875,clothing-5875,clothing,62.53,162
5876,books-5876,books,83.95,439
5877,home-5877,home,22.40,48
5878,toys-5878,toys,21.24,236
5879,food-5879,food,42.75,447
5880,electronics-5880,electronics,9.79,289
5881,clothing-5881,clothing,51.79,478
5882,books-5882,books,52.91,494
5883,home-5883,home,37.82,20
5884,toys-5884,toys,68.52,50
5885,food-5885,food,85.62,354
5886,electronics-5886,electronics,31.89,421
5887,clothing-5887,clothing,52.17,62
5888,books-5888,books,33.76,306
5889,home-5889,home,6.23,322
5890,toys-5890,toys,27.59,406
5891,food-5891,food,76.60,132
5892,electronics-5892,electronics,29.14,213
5893,clothing-5893,clothing,0.02,67
5894,books-5894,books,30.16,247
5895,home-5895,home,46.65,324
5896,toys-5896,toys,52.26,48
5897,food-5897,food,27.94,237
5898,electronics-5898,electronics,51.25,98
5899,clothing-5899,clothing,9.77,484
5900,books-5900,books,1.05,94
5901,home-5901,home,6.72,270
5902,toys-5902,toys,69.47,306
5903,food-5903,food,51.07,177
5904,electronics-5904,electronics,73.29,81
5905,clothing-5905,clothing,87.49,120
5906,books-5906,books,93.64,330
5907,home-5907,home,99.84,85
5908,toys-5908,toys,43.59,241
5909,food-5909,food,48.75,119
5910,electronics-5910,electronics,49.50,284
5911,clothing-5911,clothing,9.90,132
5912,books-5912,books,29.71,9
5913,home-5913,home,52.41,413
5914,toys-5914,toys,7.04,28
5915,food-5915,food,19.35,343
5916,electronics-5916,electronics,63.28,145
5917,clothing-5917,clothing,97.22,167
5918,books-5918,books,40.09,101
5919,home-5919,home,59.20,37
5920,toys-5920,toys,79.51,168
5921,food-5921,food,56.73,118
5922,electronics-5922,electronics,67.20,440
5923,clothing-5923,clothing,43.56,172
5924,books-5924,books,82.25,222
5925,home-5925,home,82.44,223
5926,toys-5926,toys,41.69,96
5927,food-5927,food,8.05,280
5928,electronics-5928,electronics,39.27,115
5929,clothing-5929,clothing,34.52,117
5930,books-5930,books,4.50,348
5931,home-5931,home,84.18,99
5932,toys-5932,toys,54.40,159
5933,food-5933,food,12.94,182
5934,electronics-5934,electronics,68.74,374
5935,clothing-5935,clothing,17.89,48
5936,books-5936,books,26.05,490
5937,home-5937,home,14.95,448
5938,toys-5938,toys,73.86,241
5939,food-5939,food,54.69,246
5940,electronics-5940,electronics,42.60,117
5941,clothing-5941,clothing,81.91,257
5942,books-5942,books,28.95,370
5943,home-5943,home,55.60,4
5944,toys-5944,toys,71.51,382
5945,food-5945,food,89.37,336
5946,electronics-5946,electronics,36.55,293
5947,clothing-5947,clothing,78.14,490
5948,books-5948,books,77.85,159
5949,home-5949,home,0.50,329
5950,toys-5950,toys,64.39,212
5951,food-5951,food,12.26,432
5952,electronics-5952,electronics,68.40,222
5953,clothing-5953,clothing,23.26,184
5954,books-5954,books,80.79,17
5955,home-5955,home,47.54,43
5956,toys-5956,toys,5.07,144
5957,food-5957,food,37.86,488
5958,electronics-5958,electronics,29.64,256
5959,clothing-5959,clothing,38.39,257
5960,books-5960,books,15.70,486
5961,home-5961,home,33.33,320
5962,toys-5962,toys,35.38,309
5963,food-5963,food,60.68,72
5964,electronics-5964,electronics,86.45,150
5965,clothing-5965,clothing,1.11,131
5966,books-5966,books,28.03,191
5967,home-5967,home,80.39,71
5968,toys-5968,toys,33.85,212
5969,food-5969,food,71.73,276
5970,electronics-5970,electronics,93.65,106
5971,clothing-5971,clothing,59.73,405
5972,books-5972,books,20.07,377
5973,home-5973,home,75.68,5
5974,toys-5974,toys,31.54,429
5975,food-5975,food,95.25,241
5976,electronics-5976,electronics,73.74,326
5977,clothing-5977,clothing,96.40,184
5978,books-5978,books,62.88,82
5979,home-5979,home,28.29,241
5980,toys-5980,toys,66.66,313
5981,food-5981,food,36.52,263
5982,electronics-5982,electronics,59.99,30
5983,clothing-5983,clothing,58.47,428
5984,books-5984,books,30.06,177
5985,home-5985,home,14.31,274
5986,toys-5986,toys,48.60,339
5987,food-5987,food,50.06,169
5988,electronics-5988,electronics,49.31,199
5989,clothing-5989,clothing,83.89,216
5990,books-5990,books,35.55,294
5991,home-5991,home,13.35,352
5992,toys-5992,toys,60.44,115
5993,food-5993,food,16.24,479
5994,electronics-5994,electronics,9.72,239
5995,clothing-5995,clothing,45.75,435
5996,books-5996,books,32.21,301
5997,home-5997,home,21.73,258
5998,toys-5998,toys,6.67,140
5999,food-5999,food,48.29,216
6000,electronics-6000,electronics,11.47,169
6001,clothing-6001,clothing,89.86,93
6002,books-6002,books,54.58,372
6003,home-6003,home,48.40,29
6004,toys-6004,toys,90.45,349
6005,food-6005,food,22.24,208
6006,electronics-6006,electronics,47.03,403
6007,clothing-6007,clothing,65.81,464
6008,books-6008,books,24.62,265
6009,home-6009,home,39.54,416
6010,toys-6010,toys,36.43,379
6011,food-6011,food,59.55,2
6012,electronics-6012,electronics,70.09,61
6013,clothing-6013,clothing,51.99,499
6014,books-6014,books,33.65,43
6015,home-6015,home,64.88,224
6016,toys-6016,toys,40.79,296
6017,food-6017,food,5.79,371
6018,electronics-6018,electronics,6.46,242
6019,clothing-6019,clothing,91.03,145
6020,books-6020,books,69.12,486
6021,home-6021,home,1.70,280
6022,toys-6022,toys,53.66,219
6023,food-6023,food,44.74,246
6024,electronics-6024,electronics,37.70,265
6025,clothing-6025,clothing,37.16,178
6026,books-6026,books,50.52,374
6027,home-6027,home,86.31,483
6028,toys-6028,toys,13.54,392
6029,food-6029,food,85.22,235
6030,electronics-6030,electronics,81.89,399
6031,clothing-6031,clothing,94.20,238
6032,books-6032,books,25.09,168
6033,home-6033,home,14.45,138
6034,toys-6034,toys,92.35,447
6035,food-6035,food,74.82,261
6036,electronics-6036,electronics,61.00,51
6037,clothing-6037,clothing,21.92,232
6038,books-6038,books,26.26,386
6039,home-6039,home,46.93,157
6040,toys-6040,toys,38.69,437
6041,food-6041,food,78.60,241
6042,electronics-6042,electronics,33.18,147
6043,clothing-6043,clothing,96.13,163
6044,books-6044,books,42.09,96
6045,home-6045,home,67.43,391
6046,toys-6046,toys,0.78,433
6047,food-6047,food,37.87,410
6048,electronics-6048,electronics,85.17,487
6049,clothing-6049,clothing,29.52,115
6050,books-6050,books,31.90,355
6051,home-6051,home,59.37,402
6052,toys-6052,toys,34.23,82
6053,food-6053,food,69.71,337
6054,electronics-6054,electronics,78.06,41
6055,clothing-6055,clothing,28.77,11
6056,books-6056,books,57.80,301
6057,home-6057,home,35.84,334
6058,toys-6058,toys,81.56,411
6059,food-6059,food,8.99,354
6060,electronics-6060,electronics,88.45,415
6061,clothing-6061,clothing,63.00,426
6062,books-6062,books,7.28,174
6063,home-6063,home,73.98,373
6064,toys-6064,toys,50.37,210
6065,food-6065,food,64.10,393
6066,electronics-6066,electronics,33.44,77
6067,clothing-6067,clothing,88.63,499
6068,books-6068,books,94.59,101
6069,home-6069,home,17.07,22
6070,toys-6070,toys,70.71,152
6071,food-6071,food,18.74,423
6072,electronics-6072,electronics,90.14,441
6073,clothing-6073,clothing,95.78,297
6074,books-6074,books,20.33,393
6075,home-6075,home,27.82,439
6076,toys-6076,toys,35.76,170
6077,food-6077,food,55.08,447
6078,electronics-6078,electronics,67.26,173
6079,clothing-6079,clothing,65.20,18
6080,books-6080,books,22.27,496
6081,home-6081,home,70.68,153
6082,toys-6082,toys,0.41,296
6083,food-6083,food,99.97,283
6084,electronics-6084,electronics,8.29,144
6085,clothing-6085,clothing,15.69,245
6086,books-6086,books,63.06,199
6087,home-6087,home,92.26,121
6088,toys-6088,toys,7.22,242
6089,food-6089,food,13.80,234
6090,electronics-6090,electronics,4.74,87
6091,clothing-6091,clothing,43.81,392
6092,books-6092,books,97.00,95
6093,home-6093,home,98.54,203
6094,toys-6094,toys,5.20,93
6095,food-6095,food,61.35,282
6096,electronics-6096,electronics,2.34,422
6097,clothing-6097,clothing,62.92,4
6098,books-6098,books,65.77,492
6099,home-6099,home,82.47,296
6100,toys-6100,toys,11.75,413
6101,food-6101,food,20.52,438
6102,electronics-6102,electronics,48.70,65
6103,clothing-6103,clothing,38.23,380
6104,books-6104,books,95.17,160
6105,home-6105,home,91.48,363
6106,toys-6106,toys,66.22,85
6107,food-6107,food,64.61,210
6108,electronics-6108,electronics,99.69,116
6109,clothing-6109,clothing,49.17,289
6110,books-6110,books,88.48,205
6111,home-6111,home,32.06,42
6112,toys-6112,toys,16.05,141
6113,food-6113,food,45.00,445
6114,electronics-6114,electronics,78.57,76
6115,clothing-6115,clothing,7.67,326
6116,books-6116,books,49.72,280
6117,home-6117,home,86.35,68
6118,toys-6118,toys,64.73,408
6119,food-6119,food,68.55,318
6120,electronics-6120,electronics,88.88,229
6121,clothing-6121,clothing,25.83,323
6122,books-6122,books,19.98,136
6123,home-6123,home,47.25,481
6124,toys-6124,toys,27.97,347
6125,food-6125,food,36.69,252
6126,electronics-6126,electronics,83.73,304
6127,clothing-6127,clothing,47.28,53
6128,books-6128,books,51.18,10
6129,home-6129,home,6.66,433
6130,toys-6130,toys,36.79,366
6131,food-6131,food,11.03,246
6132,electronics-6132,electronics,96.72,437
6133,clothing-6133,clothing,54.89,203
6134,books-6134,books,99.41,116
6135,home-6135,home,86.12,446
6136,toys-6136,toys,54.64,277
6137,food-6137,food,95.02,247
6138,electronics-6138,electronics,4.11,52
6139,clothing-6139,clothing,60.17,242
6140,books-6140,books,59.28,39
6141,home-6141,home,69.29,2
6142,toys-6142,toys,52.97,462
6143,food-6143,food,78.22,179
6144,electronics-6144,electronics,51.43,445
6145,clothing-6145,clothing,82.69,488
6146,books-6146,books,15.67,287
6147,home-6147,home,15.67,405
6148,toys-6148,toys,56.39,235
6149,food-6149,food,28.70,63
6150,electronics-6150,electronics,39.31,5
6151,clothing-6151,clothing,68.44,294
6152,books-6152,books,24.14,178
6153,home-6153,home,56.93,432
6154,toys-6154,toys,68.58,195
6155,food-6155,food,48.48,239
6156,electronics-6156,electronics,4.87,286
6157,clothing-6157,clothing,38.49,414
6158,books-6158,books,9.96,131
6159,home-6159,home,72.73,197
6160,toys-6160,toys,98.12,331
6161,food-6161,food,44.79,393
6162,electronics-6162,electronics,22.29,308
6163,clothing-6163,clothing,34.66,28
6164,books-6164,books,12.99,470
6165,home-6165,home,81.99,350
6166,toys-6166,toys,74.50,420
6167,food-6167,food,69.12,224
6168,electronics-6168,electronics,30.00,288
6169,clothing-6169,clothing,70.29,108
6170,books-6170,books,4.79,149
6171,home-6171,home,94.30,187
6172,toys-6172,toys,53.96,241
6173,food-6173,food,21.49,190
6174,electronics-6174,electronics,28.66,329
6175,clothing-6175,clothing,66.68,43
6176,books-6176,books,21.77,270
6177,home-6177,home,61.44,181
6178,toys-6178,toys,51.83,166
6179,food-6179,food,69.57,229
6180,electronics-6180,electronics,9.41,499
6181,clothing-6181,clothing,31.55,9
6182,books-6182,books,88.26,306
6183,home-6183,home,68.61,447
6184,toys-6184,toys,83.86,109
6185,food-6185,food,10.66,275
6186,electronics-6186,electronics,20.69,50
6187,clothing-6187,clothing,62.81,102
6188,books-6188,books,80.42,247
6189,home-6189,home,93.73,251
6190,toys-6190,toys,64.34,439
6191,food-6191,food,44.52,143
6192,electronics-6192,electronics,75.86,454
6193,clothing-6193,clothing,47.14,293
6194,books-6194,books,2.63,191
6195,home-6195,home,78.35,153
6196,toys-6196,toys,14.95,278
6197,food-6197,food,55.63,0
6198,electronics-6198,electronics,80.75,260
6199,clothing-6199,clothing,36.14,245
6200,books-6200,books,18.37,374
6201,home-6201,home,85.19,499
6202,toys-6202,toys,65.24,130
6203,food-6203,food,68.74,145
6204,electronics-6204,electronics,0.06,82
6205,clothing-6205,clothing,6.79,44
6206,books-6206,books,99.14,429
6207,home-6207,home,13.02,301
6208,toys-6208,toys,89.75,296
6209,food-6209,food,11.17,433
6210,electronics-6210,electronics,74.60,305
6211,clothing-6211,clothing,38.95,115
6212,books-6212,books,94.33,465
6213,home-6213,home,57.52,40
6214,toys-6214,toys,88.94,382
6215,food-6215,food,32.17,212
6216,electronics-6216,electronics,23.38,218
6217,clothing-6217,clothing,80.65,19
6218,books-6218,books,15.47,320
6219,home-6219,home,99.46,391
6220,toys-6220,toys,58.78,230
6221,food-6221,food,5.27,11
6222,electronics-6222,electronics,6.37,249
6223,clothing-6223,clothing,33.57,139
6224,books-6224,books,62.81,304
6225,home-6225,home,13.77,92
6226,toys-6226,toys,91.51,59
6227,food-6227,food,45.03,322
6228,electronics-6228,electronics,95.50,48
6229,clothing-6229,clothing,65.70,85
6230,books-6230,books,39.04,206
6231,home-6231,home,85.97,49
6232,toys-6232,toys,79.27,394
6233,food-6233,food,6.46,266
6234,electronics-6234,electronics,55.50,446
6235,clothing-6235,clothing,34.32,306
6236,books-6236,books,81.07,48
6237,home-6237,home,86.69,420
6238,toys-6238,toys,25.26,158
6239,food-6239,food,2.36,74
6240,electronics-6240,electronics,27.15,266
6241,clothing-6241,clothing,64.40,336
6242,books-6242,books,90.65,308
6243,home-6243,home,74.25,32
6244,toys-6244,toys,32.98,191
6245,food-6245,food,79.97,305
6246,electronics-6246,electronics,97.33,47
6247,clothing-6247,clothing,41.05,90
6248,books-6248,books,92.99,178
6249,home-6249,home,8.41,227
6250,toys-6250,toys,30.27,103
6251,food-6251,food,10.73,489
6252,electronics-6252,electronics,54.34,64
6253,clothing-6253,clothing,39.82,26
6254,books-6254,books,69.19,164
6255,home-6255,home,10.13,436
6256,toys-6256,toys,57.51,112
6257,food-6257,food,21.04,88
6258,electronics-6258,electronics,24.82,160
6259,clothing-6259,clothing,44.29,486
6260,books-6260,books,93.26,356
6261,home-6261,home,20.75,60
6262,toys-6262,toys,25.29,73
6263,food-6263,food,26.15,22
6264,electronics-6264,electronics,75.98,59
6265,clothing-6265,clothing,23.26,387
6266,books-6266,books,67.67,239
6267,home-6267,home,66.72,22
6268,toys-6268,toys,90.96,335
6269,food-6269,food,20.40,368
6270,electronics-6270,electronics,98.51,127
6271,clothing-6271,clothing,86.99,349
6272,books-6272,books,91.90,66
6273,home-6273,home,60.71,180
6274,toys-6274,toys,54.49,441
6275,food-6275,food,48.70,297
6276,electronics-6276,electronics,29.94,362
6277,clothing-6277,clothing,60.49,33
6278,books-6278,books,51.38,52
6279,home-6279,home,78.95,346
6280,toys-6280,toys,92.09,461
6281,food-6281,food,64.82,136
6282,electronics-6282,electronics,63.41,302
6283,clothing-6283,clothing,9.59,385
6284,books-6284,books,80.07,136
6285,home-6285,home,63.01,297
6286,toys-6286,toys,70.57,298
6287,food-6287,food,40.23,127
6288,electronics-6288,electronics,2.29,441
6289,clothing-6289,clothing,32.49,214
6290,books-6290,books,92.96,476
6291,home-6291,home,74.60,435
6292,toys-6292,toys,38.27,467
6293,food-6293,food,41.31,36
6294,electronics-6294,electronics,45.50,102
6295,clothing-6295,clothing,40.33,486
6296,books-6296,books,63.26,124
6297,home-6297,home,80.22,122
6298,toys-6298,toys,90.51,182
6299,food-6299,food,49.99,348
6300,electronics-6300,electronics,4.27,168
6301,clothing-6301,clothing,97.16,24
6302,books-6302,books,12.81,441
6303,home-6303,home,22.22,137
6304,toys-6304,toys,48.46,138
6305,food-6305,food,91.67,417
6306,electronics-6306,electronics,84.81,157
6307,clothing-6307,clothing,24.54,156
6308,books-6308,books,13.56,117
6309,home-6309,home,2.45,234
6310,toys-6310,toys,11.99,482
6311,food-6311,food,54.74,165
6312,electronics-6312,electronics,19.72,20
6313,clothing-6313,clothing,1.18,117
6314,books-6314,books,7.17,86
6315,home-6315,home,68.58,59
6316,toys-6316,toys,18.83,185
6317,food-6317,food,95.94,107
6318,electronics-6318,electronics,14.47,53
6319,clothing-6319,clothing,81.89,390
6320,books-6320,books,60.22,286
6321,home-6321,home,99.96,44
6322,toys-6322,toys,43.48,222
6323,food-6323,food,3.05,347
6324,electronics-6324,electronics,56.36,31
6325,clothing-6325,clothing,69.97,85
6326,books-6326,books,38.52,459
6327,home-6327,home,79.73,482
6328,toys-6328,toys,6.96,198
6329,food-6329,food,95.54,31
6330,electronics-6330,electronics,0.17,158
6331,clothing-6331,clothing,90.16,389
6332,books-6332,books,57.20,0
6333,home-6333,home,25.73,170
6334,toys-6334,toys,43.46,181
6335,food-6335,food,85.53,444
6336,electronics-6336,electronics,56.52,332
6337,clothing-6337,clothing,10.63,147
6338,books-6338,books,8.82,52
6339,home-6339,home,45.13,64
6340,toys-6340,toys,77.17,412
6341,food-6341,food,30.02,263
6342,electronics-6342,electronics,46.88,177
6343,clothing-6343,clothing,63.59,305
6344,books-6344,books,54.34,322
6345,home-6345,home,56.59,400
6346,toys-6346,toys,31.20,343
6347,food-6347,food,71.59,278
6348,electronics-6348,electronics,12.54,418
6349,clothing-6349,clothing,11.22,359
6350,books-6350,books,6.64,284
6351,home-6351,home,79.86,123
6352,toys-6352,toys,86.77,214
6353,food-6353,food,71.95,193
6354,electronics-6354,electronics,38.54,444
6355,clothing-6355,clothing,18.42,258
6356,books-6356,books,82.68,27
6357,home-6357,home,73.53,360
6358,toys-6358,toys,85.32,390
6359,food-6359,food,96.18,415
6360,electronics-6360,electronics,43.96,241
6361,clothing-6361,clothing,82.39,408
6362,books-6362,books,43.86,326
6363,home-6363,home,84.13,120
6364,toys-6364,toys,21.94,255
6365,food-6365,food,75.53,332
6366,electronics-6366,electronics,59.38,380
6367,clothing-6367,clothing,4.17,340
6368,books-6368,books,87.13,108
6369,home-6369,home,7.46,22
6370,toys-6370,toys,84.64,339
6371,food-6371,food,44.32,368
6372,electronics-6372,electronics,89.91,319
6373,clothing-6373,clothing,11.12,154
6374,books-6374,books,10.76,401
6375,home-6375,home,28.08,440
6376,toys-6376,toys,8.82,57
6377,food-6377,food,77.34,233
6378,electronics-6378,electronics,41.98,117
6379,clothing-6379,clothing,70.49,492
6380,books-6380,books,87.07,62
6381,home-6381,home,17.55,156
6382,toys-6382,toys,50.66,461
6383,food-6383,food,67.81,148
6384,electronics-6384,electronics,29.36,192
6385,clothing-6385,clothing,77.40,30
6386,books-6386,books,30.35,467
6387,home-6387,home,80.28,288
6388,toys-6388,toys,42.17,79
6389,food-6389,food,72.20,460
6390,electronics-6390,electronics,40.12,205
6391,clothing-6391,clothing,85.42,322
6392,books-6392,books,99.57,168
6393,home-6393,home,77.72,16
6394,toys-6394,toys,19.12,398
6395,food-6395,food,65.71,12
6396,electronics-6396,electronics,22.87,19
6397,clothing-6397,clothing,87.48,230
6398,books-6398,books,84.32,307
6399,home-6399,home,54.32,352
6400,toys-6400,toys,42.28,108
6401,food-6401,food,99.61,171
6402,electronics-6402,electronics,99.83,494
6403,clothing-6403,clothing,12.60,199
6404,books-6404,books,60.27,144
6405,home-6405,home,3.14,490
6406,toys-6406,toys,96.29,85
6407,food-6407,food,53.74,318
6408,electronics-6408,electronics,5.08,385
6409,clothing-6409,clothing,77.25,388
6410,books-6410,books,68.13,126
6411,home-6411,home,0.31,35
6412,toys-6412,toys,38.29,360
6413,food-6413,food,46.66,139
6414,electronics-6414,electronics,17.48,392
6415,clothing-6415,clothing,22.96,301
6416,books-6416,books,85.45,181
6417,home-6417,home,78.62,77
6418,toys-6418,toys,13.42,368
6419,food-6419,food,93.75,266
6420,electronics-6420,electronics,23.71,74
6421,clothing-6421,clothing,51.52,20
6422,books-6422,books,81.54,401
6423,home-6423,home,40.23,71
6424,toys-6424,toys,48.31,164
6425,food-6425,food,27.96,113
6426,electronics-6426,electronics,49.02,113
6427,clothing-6427,clothing,34.87,497
6428,books-6428,books,16.24,10
6429,home-6429,home,0.01,451
6430,toys-6430,toys,24.44,262
6431,food-6431,food,56.45,72
6432,electronics-6432,electronics,15.25,342
6433,clothing-6433,clothing,23.03,181
6434,books-6434,books,21.34,179
6435,home-6435,home,30.20,97
6436,toys-6436,toys,3.70,421
6437,food-6437,food,33.77,467
6438,electronics-6438,electronics,0.35,115
6439,clothing-6439,clothing,22.40,396
6440,books-6440,books,23.25,178
6441,home-6441,home,64.18,426
6442,toys-6442,toys,58.29,425
6443,food-6443,food,45.27,427
6444,electronics-6444,electronics,10.21,78
6445,clothing-6445,clothing,3.34,23
6446,books-6446,books,36.68,388
6447,home-6447,home,65.73,256
6448,toys-6448,toys,22.08,218
6449,food-6449,food,29.22,141
6450,electronics-6450,electronics,99.73,250
6451,clothing-6451,clothing,54.31,448
6452,books-6452,books,55.46,420
6453,home-6453,home,14.18,215
6454,toys-6454,toys,99.85,89
6455,food-6455,food,93.25,308
6456,electronics-6456,electronics,8.35,433
6457,clothing-6457,clothing,5.59,319
6458,books-6458,books,50.60,33
6459,home-6459,home,63.77,488
6460,toys-6460,toys,56.57,240
6461,food-6461,food,52.61,440
6462,electronics-6462,electronics,66.78,463
6463,clothing-6463,clothing,84.91,474
6464,books-6464,books,68.74,215
6465,home-6465,home,48.35,486
6466,toys-6466,toys,95.59,349
6467,food-6467,food,54.25,297
6468,electronics-6468,electronics,15.52,126
6469,clothing-6469,clothing,1.51,41
6470,books-6470,books,91.99,33
6471,home-6471,home,54.49,170
6472,toys-6472,toys,45.20,158
6473,food-6473,food,32.13,224
6474,electronics-6474,electronics,92.37,415
6475,clothing-6475,clothing,56.63,271
6476,books-6476,books,67.26,480
6477,home-6477,home,37.17,61
6478,toys-6478,toys,77.86,109
6479,food-6479,food,92.65,462
6480,electronics-6480,electronics,87.64,313
6481,clothing-6481,clothing,55.71,323
6482,books-6482,books,8.85,103
6483,home-6483,home,93.64,475
6484,toys-6484,toys,36.13,169
6485,food-6485,food,63.92,433
6486,electronics-6486,electronics,29.42,3
6487,clothing-6487,clothing,76.32,371
6488,books-6488,books,28.51,20
6489,home-6489,home,70.71,105
6490,toys-6490,toys,18.42,176
6491,food-6491,food,84.30,431
6492,electronics-6492,electronics,50.92,342
6493,clothing-6493,clothing,76.67,399
6494,books-6494,books,87.18,461
6495,home-6495,home,59.85,426
6496,toys-6496,toys,48.16,158
6497,food-6497,food,60.33,397
6498,electronics-6498,electronics,59.56,126
6499,clothing-6499,clothing,20.56,48
6500,books-6500,books,3.48,155
6501,home-6501,home,31.51,428
6502,toys-6502,toys,24.37,267
6503,food-6503,food,95.46,483
6504,electronics-6504,electronics,53.64,132
6505,clothing-6505,clothing,52.24,275
6506,books-6506,books,41.81,407
6507,home-6507,home,57.62,171
6508,toys-6508,toys,73.80,141
6509,food-6509,food,38.40,7
6510,electronics-6510,electronics,98.87,316
6511,clothing-6511,clothing,1.26,186
6512,books-6512,books,57.00,125
6513,home-6513,home,82.84,49
6514,toys-6514,toys,78.56,214
6515,food-6515,food,22.30,292
6516,electronics-6516,electronics,38.32,470
6517,clothing-6517,clothing,42.48,1
6518,books-6518,books,58.06,115
6519,home-6519,home,92.28,333
6520,toys-6520,toys,57.74,290
6521,food-6521,food,26.40,364
6522,electronics-6522,electronics,41.01,161
6523,clothing-6523,clothing,71.31,448
6524,books-6524,books,7.92,271
6525,home-6525,home,39.72,121
6526,toys-6526,toys,64.89,66
6527,food-6527,food,55.97,244
6528,electronics-6528,electronics,71.47,328
6529,clothing-6529,clothing,6.01,84
6530,books-6530,books,58.72,155
6531,home-6531,home,95.57,119
6532,toys-6532,toys,22.00,240
6533,food-6533,food,85.66,226
6534,electronics-6534,electronics,74.73,220
6535,clothing-6535,clothing,74.28,74
6536,books-6536,books,70.63,218
6537,home-6537,home,30.38,262
6538,toys-6538,toys,1.95,200
6539,food-6539,food,95.37,470
6540,electronics-6540,electronics,40.93,458
6541,clothing-6541,clothing,54.74,213
6542,books-6542,books,59.35,228
6543,home-6543,home,76.32,106
6544,toys-6544,toys,68.44,212
6545,food-6545,food,41.03,351
6546,electronics-6546,electronics,74.60,53
6547,clothing-6547,clothing,74.31,41
6548,books-6548,books,95.90,377
6549,home-6549,home,15.48,253
6550,toys-6550,toys,64.73,95
6551,food-6551,food,15.14,204
6552,electronics-6552,electronics,18.06,5
6553,clothing-6553,clothing,61.89,467
6554,books-6554,books,86.86,26
6555,home-6555,home,26.25,57
6556,toys-6556,toys,78.08,122
6557,food-6557,food,4.28,69
6558,electronics-6558,electronics,35.18,183
6559,clothing-6559,clothing,5.78,50
6560,books-6560,books,74.48,163
6561,home-6561,home,51.42,79
6562,toys-6562,toys,23.55,337
6563,food-6563,food,91.20,307
6564,electronics-6564,electronics,32.87,470
6565,clothing-6565,clothing,98.53,387
6566,books-6566,books,66.66,113
6567,home-6567,home,22.83,166
6568,toys-6568,toys,71.63,200
6569,food-6569,food,36.30,171
6570,electronics-6570,electronics,71.80,344
6571,clothing-6571,clothing,15.53,296
6572,books-6572,books,63.92,122
6573,home-6573,home,18.65,492
6574,toys-6574,toys,87.39,459
6575,food-6575,food,4.19,348
6576,electronics-6576,electronics,47.06,441
6577,clothing-6577,clothing,27.73,497
6578,books-6578,books,61.25,84
6579,home-6579,home,74.08,335
6580,toys-6580,toys,92.69,382
6581,food-6581,food,40.43,8
6582,electronics-6582,electronics,96.03,229
6583,clothing-6583,clothing,61.41,403
